sample_id,generator,seed,size,generation_parameters,file_size,entropy,unique_byte_count,most_common_byte_ratio,zero_byte_ratio,adjacent_repeat_ratio,average_run_length,max_run_length,duplicate_block_ratio,bigram_diversity,segment_entropy_mean,segment_entropy_std
sample_000014,repeated_pattern,20260997,262144,"{""pattern_hex"":""12e2de72cc95b0b2"",""pattern_length"":8}",262144,3.0,8,0.125,0.0,0.0,1.0,1,0.99993896484375,0.0001220703125,3.0,0.0
sample_000015,long_runs,20260998,262144,"{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":32,""min_run_length"":8}",262144,7.986418886813571,256,0.0053863525390625,0.00452423095703125,0.9501493459676589,20.058458948657126,32,0.29656982421875,0.184906005859375,6.932473755524156,0.06411081500423943
sample_000016,structured,20260999,262144,"{""format"":""jsonl"",""group_count"":16,""value_range"":[0,9999]}",262144,4.5666555701580265,31,0.1614532470703125,0.0,0.012744952182587366,1.0129094330436663,4,0.4150390625,0.00250244140625,4.548562185901295,0.010525329150454022
sample_000017,mixed,20261000,262144,"{""segments"":[{""generator"":""repeated_pattern"",""parameters"":{""pattern_hex"":""c3f6cc50e348c4469389aad382cbc6504ac6b6458be119d12f51868e9240a6d6"",""pattern_length"":32},""size"":52429},{""generator"":""random"",""parameters"":{""distribution"":""uniform_bytes""},""size"":52429},{""generator"":""long_runs"",""parameters"":{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":2048,""min_run_length"":512},""size"":52429},{""generator"":""structured"",""parameters"":{""format"":""csv"",""group_count"":16,""value_range"":[0,9999]},""size"":52429},{""generator"":""small_alphabet"",""parameters"":{""alphabet"":[30,86,97,124,125,132,138,145,149,152,176,181,192,215,217,229],""alphabet_size"":16,""distribution"":""uniform""},""size"":52428}]}",262144,6.990566359251894,256,0.04376220703125,0.000804901123046875,0.22230614588220932,1.2858516294857456,2001,0.39501953125,0.5544891357421875,4.452928486955162,1.9771963612587806
sample_000018,random,20261001,1048576,"{""distribution"":""uniform_bytes""}",1048576,7.999846383247164,256,0.0040454864501953125,0.00395965576171875,0.003976825692010586,1.0039927001568356,3,0.0,1.0,7.95436934073174,0.0040884701909008675
sample_000019,small_alphabet,20261002,1048576,"{""alphabet"":[72,180,189,207],""alphabet_size"":4,""distribution"":""uniform""}",1048576,1.9999992154146404,4,0.2503957748413086,0.0,0.25025677705457405,1.3337895576362662,10,1.52587890625e-05,0.000244140625,1.9994058735251823,0.00045744664650978947
sample_000020,repeated_pattern,20261003,1048576,"{""pattern_hex"":""9cbf1b9c"",""pattern_length"":4}",1048576,1.5,3,0.5,0.0,0.24999928474358057,1.3333316379144822,2,0.9999847412109375,6.103515625e-05,1.5,0.0
sample_000021,long_runs,20261004,1048576,"{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":128,""min_run_length"":32}",1048576,7.9832608012799335,256,0.00574493408203125,0.003911018371582031,0.9875831485587583,80.52960602104294,128,0.8114166259765625,0.1841278076171875,5.4185060605335815,0.08551163397213087
sample_000022,structured,20261005,1048576,"{""format"":""csv"",""group_count"":16,""value_range"":[0,9999]}",1048576,3.455938442382719,25,0.1987009048461914,0.0,0.04877381207829674,1.0512746219545575,5,0.0,0.0024566650390625,3.388194176536941,0.034399706412728194
sample_000023,mixed,20261006,1048576,"{""segments"":[{""generator"":""structured"",""parameters"":{""format"":""csv"",""group_count"":16,""value_range"":[0,9999]},""size"":209716},{""generator"":""small_alphabet"",""parameters"":{""alphabet"":[17,26,42,48,69,70,86,93,109,158,166,173,182,198,205,230],""alphabet_size"":16,""distribution"":""uniform""},""size"":209715},{""generator"":""repeated_pattern"",""parameters"":{""pattern_hex"":""b5fd782976aa506ef465eda48dd71e24db48bc6869f8473bda1332ac3ffd0b63"",""pattern_length"":32},""size"":209715},{""generator"":""random"",""parameters"":{""distribution"":""uniform_bytes""},""size"":209715},{""generator"":""long_runs"",""parameters"":{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":512,""min_run_length"":128},""size"":209715}]}",1048576,7.162706186353053,256,0.04343605041503906,0.001800537109375,0.22245046849295472,1.2860913506353333,511,0.3869781494140625,0.9603118896484375,4.784291967590604,1.6762715761900189
sample_000024,random,20261007,16384,"{""distribution"":""uniform_bytes""}",16384,7.988764346245439,256,0.005615234375,0.00323486328125,0.003235060733687359,1.003245361582267,2,0.0,0.8828053470060429,7.952423646435182,0.005225539995200473
sample_000025,small_alphabet,20261008,16384,"{""alphabet"":[23,44,78,109,122,143,158,224],""alphabet_size"":8,""distribution"":""uniform""}",16384,2.9997046865911186,8,0.12738037109375,0.0,0.11926997497405847,1.1354123354123353,5,0.0,0.003906488433131905,2.998612677709994,0.0002508452188826492
sample_000026,repeated_pattern,20261009,16384,"{""pattern_hex"":""e68d66ee0b851dc85e8a21333a326ed6cdec107615569a2381d79555a9da7915cfe0573192ec31aaab9e12a661c8358920d10b76fe1400d3cec904ddc799a6ca48febbf072eb233b364b461850813376a89f1cee11f3a8ad0d27c0f8dd8c51caa91cb6aa5ca006425370b8424ffe7c578235084dbf2b80ec1605fdf8a5d99d89"",""pattern_length"":128}",16384,6.576057324168044,102,0.0234375,0.0078125,0.0,1.0,1,0.9921875,0.00781297686626381,6.576057324168044,0.0
sample_000027,long_runs,20261010,16384,"{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":512,""min_run_length"":128}",16384,5.397406168738695,45,0.042724609375,0.0,0.9970090947933834,327.68,503,0.9091796875,0.005737654886162485,3.593553946751538,0.07444491949894044
sample_000028,structured,20261011,16384,"{""format"":""csv"",""group_count"":16,""value_range"":[0,9999]}",16384,3.3987609713063667,25,0.22491455078125,0.0,0.04468046145394616,1.04676718630207,4,0.0,0.009827259964597448,3.3822105694956015,0.037239460501293474
sample_000029,mixed,20261012,16384,"{""segments"":[{""generator"":""small_alphabet"",""parameters"":{""alphabet"":[35,113],""alphabet_size"":2,""distribution"":""uniform""},""size"":3277},{""generator"":""repeated_pattern"",""parameters"":{""pattern_hex"":""48fbe381a9ece68c"",""pattern_length"":8},""size"":3277},{""generator"":""structured"",""parameters"":{""format"":""log"",""group_count"":16,""value_range"":[0,9999]},""size"":3277},{""generator"":""random"",""parameters"":{""distribution"":""uniform_bytes""},""size"":3277},{""generator"":""long_runs"",""parameters"":{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":2048,""min_run_length"":512},""size"":3276}]}",16384,5.765032127601422,256,0.11175537109375,0.0008544921875,0.30647622535555147,1.441872744873713,1818,0.4013671875,0.20679973142892022,4.3910301434626025,1.9348617336938472
sample_000030,random,20261013,65536,"{""distribution"":""uniform_bytes""}",65536,7.997090203095882,256,0.0045623779296875,0.0037689208984375,0.003799496452277409,1.0038139292661632,3,0.0,0.6315556572823682,7.953967841316375,0.004679307729524235
sample_000031,small_alphabet,20261014,65536,"{""alphabet"":[76,169,183,246],""alphabet_size"":4,""distribution"":""uniform""}",65536,1.999967602806724,4,0.252105712890625,0.0,0.24922560463874266,1.3319513037822897,8,0.0,0.00024414435034714275,1.9994421447085116,0.0005560103215791019
sample_000032,repeated_pattern,20261015,65536,"{""pattern_hex"":""96d8cc32cb0eb570"",""pattern_length"":8}",65536,3.0,8,0.125,0.0,0.0,1.0,1,0.999755859375,0.00012207217517357137,3.0,0.0
sample_000033,long_runs,20261016,65536,"{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":128,""min_run_length"":32}",65536,7.72428338776821,244,0.0127410888671875,0.001708984375,0.9875028610666057,79.9219512195122,128,0.75390625,0.016098268101014723,5.420055695174769,0.11556704447989997
sample_000034,structured,20261017,65536,"{""format"":""csv"",""group_count"":16,""value_range"":[0,9999]}",65536,3.4199275400041222,25,0.2138824462890625,0.0,0.04554818036163882,1.047721059615354,4,0.0,0.002456702525368124,3.3868124374829818,0.028226384004772828
sample_000035,mixed,20261018,65536,"{""segments"":[{""generator"":""long_runs"",""parameters"":{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":32,""min_run_length"":8},""size"":13108},{""generator"":""structured"",""parameters"":{""format"":""csv"",""group_count"":16,""value_range"":[0,9999]},""size"":13107},{""generator"":""random"",""parameters"":{""distribution"":""uniform_bytes""},""size"":13107},{""generator"":""repeated_pattern"",""parameters"":{""pattern_hex"":""ede86d562499c9d4a0cc67d8a7c9902427837a27d32e8a8617993257f69020937ae543d668b1399b6dd62621b804c78470626cf11775713e712c3a394a5e2665"",""pattern_length"":64},""size"":13107},{""generator"":""small_alphabet"",""parameters"":{""alphabet"":[1,165,186,210],""alphabet_size"":4,""distribution"":""uniform""},""size"":13107}]}",65536,6.887811834111434,256,0.0521392822265625,0.00189208984375,0.24852368963149463,1.3307072224816747,32,0.218017578125,0.19468986037994965,5.3379360606839725,2.111947694668174
sample_000036,random,20261019,262144,"{""distribution"":""uniform_bytes""}",262144,7.99929177193559,256,0.004222869873046875,0.0037689208984375,0.003940597307576399,1.0039561718962433,3,0.0,0.981201171875,7.95491552116647,0.004016546363867543
sample_000037,small_alphabet,20261020,262144,"{""alphabet"":[16,31,33,41,46,75,104,108,109,113,126,160,165,218,246,253],""alphabet_size"":16,""distribution"":""uniform""}",262144,3.99996713389141,16,0.06325531005859375,0.0,0.06228279984588564,1.066419328199433,5,0.0,0.00390625,3.9973117200384816,0.0008397868420860875
sample_000038,repeated_pattern,20261021,262144,"{""pattern_hex"":""f9e2e0f68580866296fc9094ca880edad0fa99f8a50ac50261f6e0fa4c679461bba18567039c6a50544b5fa32299a2a46ec7b33bcad45a7bfcf626662659da67"",""pattern_length"":64}",262144,5.538909765557392,50,0.046875,0.0,0.0,1.0,1,0.999755859375,0.0009765625,5.538909765557392,0.0
sample_000039,long_runs,20261022,262144,"{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":512,""min_run_length"":128}",262144,7.724365197985001,246,0.016895294189453125,0.001758575439453125,0.9967918273614019,311.3349168646081,512,0.93670654296875,0.0165252685546875,3.6331949526921883,0.18120942509477944
sample_000040,structured,20261023,262144,"{""format"":""csv"",""group_count"":16,""value_range"":[0,9999]}",262144,3.4193476736230917,25,0.20494461059570312,0.0,0.04796618639444883,1.050382658172056,5,0.0,0.0024566650390625,3.3720736718824402,0.04030046334246431
sample_000041,mixed,20261024,262144,"{""segments"":[{""generator"":""long_runs"",""parameters"":{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":512,""min_run_length"":128},""size"":52429},{""generator"":""random"",""parameters"":{""distribution"":""uniform_bytes""},""size"":52429},{""generator"":""repeated_pattern"",""parameters"":{""pattern_hex"":""f1885376cde927fe"",""pattern_length"":8},""size"":52429},{""generator"":""small_alphabet"",""parameters"":{""alphabet"":[12,35,66,73,95,100,114,134,137,139,145,182,192,203,205,213],""alphabet_size"":16,""distribution"":""uniform""},""size"":52429},{""generator"":""structured"",""parameters"":{""format"":""csv"",""group_count"":16,""value_range"":[0,9999]},""size"":52428}]}",262144,6.832401172321096,256,0.044994354248046875,0.001922607421875,0.2219704512422609,1.2852968287277649,512,0.382568359375,0.5548095703125,4.431239995640646,1.7836780840902622
sample_000042,random,20261025,1048576,"{""distribution"":""uniform_bytes""}",1048576,7.999832722570921,256,0.004040718078613281,0.004038810729980469,0.003849986886965644,1.0038648628725209,3,0.0,1.0,7.954977852450569,0.0039463263753732585
sample_000043,small_alphabet,20261026,1048576,"{""alphabet"":[68,116],""alphabet_size"":2,""distribution"":""uniform""}",1048576,0.999999033098604,2,0.5005788803100586,0.0,0.4998049734163031,1.9992182927131534,20,0.367889404296875,6.103515625e-05,0.9998388068219162,0.00022680385755011336
sample_000044,repeated_pattern,20261027,1048576,"{""pattern_hex"":""1758c60ce95fe5ce"",""pattern_length"":8}",1048576,3.0,8,0.125,0.0,0.0,1.0,1,0.9999847412109375,0.0001220703125,3.0,0.0
sample_000045,long_runs,20261028,1048576,"{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":32,""min_run_length"":8}",1048576,7.995902418518214,256,0.0047206878662109375,0.004141807556152344,0.9498815058531817,19.952353769456177,32,0.3125152587890625,0.5548553466796875,6.9310542579405725,0.05851777585281769
sample_000046,structured,20261029,1048576,"{""format"":""log"",""group_count"":16,""value_range"":[0,9999]}",1048576,4.788597482040038,35,0.08776378631591797,0.0,0.016631142264501825,1.0169123986434392,4,0.6231842041015625,0.00262451171875,4.786648525642013,0.008363290134924295
sample_000047,mixed,20261030,1048576,"{""segments"":[{""generator"":""random"",""parameters"":{""distribution"":""uniform_bytes""},""size"":209716},{""generator"":""long_runs"",""parameters"":{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":32,""min_run_length"":8},""size"":209715},{""generator"":""repeated_pattern"",""parameters"":{""pattern_hex"":""c079718b587174894a8b431af2e52577983be13572898e2302447f506f9bb0c5e5d9674947815c467f5817d0cfe1a064213037e61a294e987eab02c34a768747"",""pattern_length"":64},""size"":209715},{""generator"":""small_alphabet"",""parameters"":{""alphabet"":[19,57,71,102,159,170,181,214],""alphabet_size"":8,""distribution"":""uniform""},""size"":209715},{""generator"":""structured"",""parameters"":{""format"":""csv"",""group_count"":16,""value_range"":[0,9999]},""size"":209715}]}",1048576,7.067503247894192,256,0.04279136657714844,0.0013675689697265625,0.22581884939083996,1.2916869921703695,32,0.2580108642578125,0.9650115966796875,5.385085833217591,1.9346050856530999
sample_000048,random,20261031,16384,"{""distribution"":""uniform_bytes""}",16384,7.9885955904706485,256,0.00543212890625,0.00323486328125,0.003906488433131905,1.003921568627451,3,0.0,0.883537813587255,7.951983141608226,0.003327519424084432
sample_000049,small_alphabet,20261032,16384,"{""alphabet"":[42,58,76,239],""alphabet_size"":4,""distribution"":""uniform""}",16384,1.9999001139901753,4,0.25482177734375,0.0,0.2506866874198865,1.3345279791480003,8,0.0,0.0009766221082829762,1.99955796047204,0.0002620868614244846
sample_000050,repeated_pattern,20261033,16384,"{""pattern_hex"":""94862fda110a60908c5b6cc79194c8508bb12d96667b12f52b052c45614849f5f9bee7f8293ee7dfe3217427ae8b2a711ec7e116c24d05fc3c38acab12b76e4a1e2d9c6e98116fda733bfea51c5dd4ca2d53e28fb3a27d98653b9c14bebef2d731753153fb288d263c716b4789d83bbd900fdd41b5acad7056fe4b15a9c17d81"",""pattern_length"":128}",16384,6.560432324168044,101,0.0234375,0.0,0.00781297686626381,1.0078740157480315,2,0.9921875,0.00781297686626381,6.560432324168044,0.0
sample_000051,long_runs,20261034,16384,"{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":32,""min_run_length"":8}",16384,7.69528202166016,242,0.01226806640625,0.0025634765625,0.9504364280046389,20.152521525215253,32,0.15625,0.06409082585607032,6.910570635744035,0.06547261393363835
sample_000052,structured,20261035,16384,"{""format"":""csv"",""group_count"":16,""value_range"":[0,9999]}",16384,3.398159452117532,25,0.2247314453125,0.0,0.047427211133492034,1.0497853527263408,4,0.0,0.009827259964597448,3.378736505197294,0.03883209643060142
sample_000053,mixed,20261036,16384,"{""segments"":[{""generator"":""structured"",""parameters"":{""format"":""jsonl"",""group_count"":16,""value_range"":[0,9999]},""size"":3277},{""generator"":""random"",""parameters"":{""distribution"":""uniform_bytes""},""size"":3277},{""generator"":""repeated_pattern"",""parameters"":{""pattern_hex"":""5a545dbc52d4f005633c9d4cfb85273bbb930d8ce18c2002e4a4bada9d0015692da46c6c2dab0f1d4c06fd5ed86a64e14afa7669d0b3351eb94283da0144196c0fae981c5fc5fca8deac20c1aa68e5297aa05b399a1adeda6bfacfdd695442836aef185fbeee47d9c22fa4e4ba99bee9af428bc8efaf76ce0f5a553262646718"",""pattern_length"":128},""size"":3277},{""generator"":""long_runs"",""parameters"":{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":32,""min_run_length"":8},""size"":3277},{""generator"":""small_alphabet"",""parameters"":{""alphabet"":[89,177],""alphabet_size"":2,""distribution"":""uniform""},""size"":3276}]}",16384,6.880385856040224,256,0.10382080078125,0.00384521484375,0.2909113105047916,1.41022551213634,32,0.2314453125,0.22822437892937802,5.76068390755736,1.975829126848374
sample_000054,random,20261037,65536,"{""distribution"":""uniform_bytes""}",65536,7.996821792414191,256,0.0045928955078125,0.0038299560546875,0.004364080262455177,1.004383141762452,3,0.0,0.6311284046692607,7.953479941473005,0.003252157767806141
sample_000055,small_alphabet,20261038,65536,"{""alphabet"":[10,80,89,116,170,209,217,243],""alphabet_size"":8,""distribution"":""uniform""}",65536,2.999939643690193,8,0.1265869140625,0.0,0.12375066758220798,1.1412252289903528,6,0.0,0.000976577401388571,2.9988325803624303,0.0005546224803931728
sample_000056,repeated_pattern,20261039,65536,"{""pattern_hex"":""2ee600a3ffee84fe2dc9c12ab96dc7db0993b6dd4f0da858d04033e68a11268ed4611a454d50ace948909ed81fd64bea06a705061231cd6ccdee72049d03a99c"",""pattern_length"":64}",65536,5.875,60,0.03125,0.015625,0.0,1.0,1,0.9990234375,0.000976577401388571,5.875,0.0
sample_000057,long_runs,20261040,65536,"{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":32,""min_run_length"":8}",65536,7.949929647953698,256,0.0077972412109375,0.005462646484375,0.9501640344853894,20.059993878175696,32,0.24560546875,0.05253681239032578,6.924176029942984,0.054953553438427206
sample_000058,structured,20261041,65536,"{""format"":""log"",""group_count"":16,""value_range"":[0,9999]}",65536,4.788796416290721,35,0.0876617431640625,0.0,0.016693369954985885,1.0169765060054001,4,0.340087890625,0.0026245517662317848,4.786723597332953,0.007101985004972796
sample_000059,mixed,20261042,65536,"{""segments"":[{""generator"":""long_runs"",""parameters"":{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":2048,""min_run_length"":512},""size"":13108},{""generator"":""repeated_pattern"",""parameters"":{""pattern_hex"":""945fada2308fd04b"",""pattern_length"":8},""size"":13107},{""generator"":""small_alphabet"",""parameters"":{""alphabet"":[146,232],""alphabet_size"":2,""distribution"":""uniform""},""size"":13107},{""generator"":""random"",""parameters"":{""distribution"":""uniform_bytes""},""size"":13107},{""generator"":""structured"",""parameters"":{""format"":""csv"",""group_count"":16,""value_range"":[0,9999]},""size"":13107}]}",65536,5.856276298556461,256,0.1009521484375,0.0007171630859375,0.310078583962768,1.4494304987282982,1969,0.39501953125,0.18361181048294806,3.664990386428464,2.2001047346796083
sample_000060,random,20261043,262144,"{""distribution"":""uniform_bytes""}",262144,7.999276452680174,256,0.00424957275390625,0.003971099853515625,0.00386811778304208,1.0038831233485237,3,0.0,0.98089599609375,7.954229963678584,0.004111371247326692
sample_000061,small_alphabet,20261044,262144,"{""alphabet"":[10,99,119,204],""alphabet_size"":4,""distribution"":""uniform""}",262144,1.9999944314353348,4,0.2510223388671875,0.0,0.2505273839087826,1.3342698630834224,10,0.0,0.000244140625,1.999382229427125,0.00045224534886309785
sample_000062,repeated_pattern,20261045,262144,"{""pattern_hex"":""f01584b448bd3d51459a933fecbc3d7c8b5cc61e4b76dbd83d235afb1ba595a5eee100035a003d1a123b39a6109d2be97092b3ddbb8e46ee48916b6272a45971dd00c847ec4bda19cd58c226f0d204618c1599420dbee404e2fc61605bcc6c31a1202041372d2cf08fffb3630a5b3a72da3d069cf8b68becc45bf50f000560c4"",""pattern_length"":128}",262144,6.485357007961506,99,0.0390625,0.03125,0.007812529802436075,1.0078740157480315,2,0.99951171875,0.001953125,6.485357007961506,0.0
sample_000063,long_runs,20261046,262144,"{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":32,""min_run_length"":8}",262144,7.984643274220265,256,0.005573272705078125,0.004741668701171875,0.9500768664431245,20.029339853300733,32,0.2943115234375,0.184173583984375,6.928349629866892,0.05930164447829698
sample_000064,structured,20261047,262144,"{""format"":""log"",""group_count"":16,""value_range"":[0,9999]}",262144,4.788416974625653,35,0.08772659301757812,0.0,0.016578737559271084,1.0168581602650137,4,0.5242919921875,0.00262451171875,4.786258561591059,0.007063840849630444
sample_000065,mixed,20261048,262144,"{""segments"":[{""generator"":""structured"",""parameters"":{""format"":""log"",""group_count"":16,""value_range"":[0,9999]},""size"":52429},{""generator"":""repeated_pattern"",""parameters"":{""pattern_hex"":""33906d4513c731c15e2c994b2119a256b6e885adb33e942e754591cd6e5bb09bc2336a03a36a5706b2d4067ddbcea64cb0dbac7c1ded9151e8fee9e4dd17e038"",""pattern_length"":64},""size"":52429},{""generator"":""random"",""parameters"":{""distribution"":""uniform_bytes""},""size"":52429},{""generator"":""long_runs"",""parameters"":{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":2048,""min_run_length"":512},""size"":52429},{""generator"":""small_alphabet"",""parameters"":{""alphabet"":[4,168],""alphabet_size"":2,""distribution"":""uniform""},""size"":52428}]}",262144,6.723887615080769,256,0.10087966918945312,0.000812530517578125,0.30456277680502625,1.4379419105345437,2007,0.46063232421875,0.5544281005859375,4.298781815229946,2.529945639857865
sample_000066,random,20261049,1048576,"{""distribution"":""uniform_bytes""}",1048576,7.999795819265271,256,0.004179954528808594,0.0039882659912109375,0.003953937486588942,1.0039696293672147,3,0.0,0.9999847412109375,7.954218292049121,0.004178641016960457
sample_000067,small_alphabet,20261050,1048576,"{""alphabet"":[118,126],""alphabet_size"":2,""distribution"":""uniform""}",1048576,0.9999997747110082,2,0.500279426574707,0.0,0.5002789500035763,2.0011145123245218,21,0.3704376220703125,6.103515625e-05,0.9998158977877237,0.0002831614959510804
